name,pricing/rate/amount,address,location/lat,location/lng,url
CARMELORIA II,105,"Rincon, Rincón, Puerto Rico",18.3358,-67.23962,https://www.airbnb.com/rooms/29079170
The East House,62,"Río Grande, Puerto Rico",18.38211,-65.84613,https://www.airbnb.com/rooms/46879075
"Shalex House 2 , second floor and solar Energy.",74,"Carolina, Puerto Rico",18.42677,-65.9756,https://www.airbnb.com/rooms/53612530
Relax in this comfortable apartment with oceanview,119,"Mata de Plátano, Luquillo, Puerto Rico",18.37927,-65.71896,https://www.airbnb.com/rooms/28668772
Isla Verde Beach Cute & Lovely Apartment,74,Puerto Rico,18.44205,-66.02774,https://www.airbnb.com/rooms/16022189
"Casa Elegante-3 Bedrooms 2 bath, WiFi - 80 inch TV",173,"Rincon, PR, Puerto Rico",18.332,-67.25043,https://www.airbnb.com/rooms/48059907
Casita Linda (Cute Little House),68,"Añasco, PR, Puerto Rico",18.30302,-67.1655,https://www.airbnb.com/rooms/2856427
El Paraíso,69,"Las Marías , Puerto Rico",18.26885,-67.05223,https://www.airbnb.com/rooms/42805061
Set Sail to Mare @ iL Sognatore,71,"Aguadilla Pueblo, Aguadilla, Puerto Rico",18.49324,-67.11925,https://www.airbnb.com/rooms/32437462
Cozy Beach Front Apartment in Isla Verde,190,"Carolina, Puerto Rico",18.44262,-66.02492,https://www.airbnb.com/rooms/49834025
Colonial 🤎Style Apt Located In Great Location OSJ,174,"San Juan, Puerto Rico",18.46527,-66.11742,https://www.airbnb.com/rooms/47778208
Estudio al Mar,63,"Luquillo, Puerto Rico",18.37927,-65.71996,https://www.airbnb.com/rooms/53806166
Modern Isla Verde Oasis ~ Walk to Beach ~ Balcony!,188,"Carolina, Puerto Rico",18.44333,-66.02324,https://www.airbnb.com/rooms/49657306
Cozy Modern Beach Apartment at Isla Verde,110,"Carolina, Puerto Rico",18.44252,-66.02371,https://www.airbnb.com/rooms/34371289
MARE 5: In the HEART of Condado,189,"San Juan, Puerto Rico",18.4524,-66.06179,https://www.airbnb.com/rooms/33772367
"A-BEACHFRONT, Sandy Beach, Kitchen, Parking, Apt A",190,"Rincon, Rincón, Puerto Rico",18.371,-67.257,https://www.airbnb.com/rooms/21396867
Amazing Ocean View Private Home with 2 Balconies,186,"Fajardo, Puerto Rico",18.36657,-65.62578,https://www.airbnb.com/rooms/49154338
Cielo y Mar apartment by the sea peaceful getaway,123,"Stella, Rincón, Puerto Rico",18.31987,-67.2464,https://www.airbnb.com/rooms/46120815
"Aquatika 7402 Ocean View, Beachfront Complex",195,"Loíza, Puerto Rico",18.43094,-65.84098,https://www.airbnb.com/rooms/24691961
Beautiful Villa Steps Away from Buyé Beach,121,"Cabo Rojo, Puerto Rico",18.049,-67.193,https://www.airbnb.com/rooms/51734891
"Rainforest Studio #2 Pool, Tropical Garden, Views",120,"Canóvanas, Puerto Rico",18.32389,-65.87311,https://www.airbnb.com/rooms/45307958
202 Luxury King Suite w/ Ocean View,122,"Culebra, Puerto Rico",18.31301,-65.29441,https://www.airbnb.com/rooms/51708530
Walk2beach-rustic-cottage on forested property,68,"Arecibo, Puerto Rico",18.48768,-66.59964,https://www.airbnb.com/rooms/25577389
Amazing Beach View 2 bedrooms Condo,121,"Luquillo, Puerto Rico",18.38057,-65.71697,https://www.airbnb.com/rooms/54327804
Cozy Beach Cabana - Pool-Gym-Tennis-Beachfront,123,"San Juan, Puerto Rico",18.45464,-66.06463,https://www.airbnb.com/rooms/52616675
Colonial Old San Juan Apartment,110,"San Juan, Puerto Rico",18.46327,-66.11012,https://www.airbnb.com/rooms/738358
El Playero Luxury Apartment in Isla Verde.,106,"Carolina, Puerto Rico",18.44356,-66.0137,https://www.airbnb.com/rooms/51904326
"#8 Beach Apt 3Br/2Ba - Jobos, Shacks, Montones",165,"Isabela, Puerto Rico",18.51245,-67.08101,https://www.airbnb.com/rooms/26735715
3A Cute Cozy & Modern Studio @ Condado,121,"San Juan, Puerto Rico",18.452,-66.069,https://www.airbnb.com/rooms/12968401
Rincón Bay Villa- beach walking distance,122,"Rincón, Puerto Rico",18.34525,-67.25803,https://www.airbnb.com/rooms/45878720
Relax time,121,"Carolina, Puerto Rico",18.44345,-66.01839,https://www.airbnb.com/rooms/38083741
BelaVilla in Wyndham Rio Mar Resort,160,"Mameyes II, Río Grande, Puerto Rico",18.38688,-65.7644,https://www.airbnb.com/rooms/52130834
Double Terrace Penthouse @the❤of OSJ,165,"San Juan, Puerto Rico",18.46641,-66.11888,https://www.airbnb.com/rooms/30555246
Beach View Apartment @ ESJ Towers,105,"Carolina, Puerto Rico",18.4456,-66.01847,https://www.airbnb.com/rooms/16943202
Orita:  Designer Suite with Art at Playa Negra,123,Puerto Rico,18.09887,-65.49227,https://www.airbnb.com/rooms/31491222
#6 Two bedroom contemporary villa next the beach!,120,"Isabela, Puerto Rico",18.51468,-67.09223,https://www.airbnb.com/rooms/13702069
Vacation mode: La Rada 220!,108,"San Juan, Puerto Rico",18.45807,-66.07583,https://www.airbnb.com/rooms/44758842
Beach View Epic SubPenthouse & Balcony,119,"Aguadilla, Puerto Rico",18.454,-67.16169,https://www.airbnb.com/rooms/1544762
"Rainforest Studio #1 Pool, Tropical Garden, Views",119,"Canóvanas, Puerto Rico",18.32429,-65.87197,https://www.airbnb.com/rooms/45573717
5star Gem by Isla Verde Beach-2BR2Bth/Wifi/AC/Pool,193,"Carolina, Puerto Rico",18.44323,-66.02472,https://www.airbnb.com/rooms/49547042
"Happiness 1 -Modern, elegant studio @ Sandy Beach",123,"Rincon, Rincón, Puerto Rico",18.37054,-67.25897,https://www.airbnb.com/rooms/53549172
Pool | Surfing | Sunsets | Queen beds | Parking,118,"Aguada, Puerto Rico",18.4014,-67.18584,https://www.airbnb.com/rooms/43925348
The Dream Beach House 🖤 Luquillo Beach,118,"Luquillo, Puerto Rico",18.375,-65.714,https://www.airbnb.com/rooms/27732632
"Walk to the Beach
Smart TV",65,"San Juan, Puerto Rico",18.451,-66.063,https://www.airbnb.com/rooms/1561759
CB251 - Dream Beach Getaway condo steps from sand,160,"Humacao, Puerto Rico",18.08966,-65.79283,https://www.airbnb.com/rooms/29590143
"Corcega Beach Oceanfront Condo: pool, beach access",165,"Rincon, Rincón, Puerto Rico",18.319325881526947,-67.24552436,https://www.airbnb.com/rooms/13672550
"❤️PRIVATE POOL,Beach home,BioBay Tour walk distance",194,"Fajardo, Puerto Rico",18.36948,-65.62357,https://www.airbnb.com/rooms/20075299
"Studio Saint Tropez, Isla Verde Best Location",121,"Carolina, Puerto Rico",18.44266,-66.01691,https://www.airbnb.com/rooms/26391354
1B/1B Apt ~ Best location ~ Steps from Beach&Town,123,"Rincon, Puerto Rico",18.34204,-67.25546,https://www.airbnb.com/rooms/14590195
Boquerón Village,160,"Cabo Rojo, Puerto Rico",18.02731,-67.17446,https://www.airbnb.com/rooms/32548746
KASA Starfish BALCONY PARKING WIFI AC KITCHEN,123,"San Juan, PR, Puerto Rico",18.453,-66.051,https://www.airbnb.com/rooms/29591641
PUERTO RICO VIBES @ ISLA VERDE,95,"Carolina, Puerto Rico",18.44191,-66.01987,https://www.airbnb.com/rooms/24670317
"Best Trendy,Hip & Stylish1 Bd@SandyBeach",195,"Rincon, Rincón, Puerto Rico",18.37,-67.257,https://www.airbnb.com/rooms/11848127
Cute Studio Apt - Residential area in SJU,67,"Carolina, Puerto Rico",18.41953,-65.98111,https://www.airbnb.com/rooms/51635053
Ocean Park | Steps to Beach | Apt 2,96,"San Juan, Puerto Rico",18.454,-66.057,https://www.airbnb.com/rooms/24826120
OceanPath 1 @ Ocean Park,96,"San Juan, Puerto Rico",18.45109,-66.05577,https://www.airbnb.com/rooms/23946897
MARE 24 Single Room w/ Priv. Bath  BEACH / POOL,165,"San Juan, Puerto Rico",18.452,-66.061,https://www.airbnb.com/rooms/23608793
Old San Juan Historic Loft 4 The Adventurous,96,"San Juan, Puerto Rico",18.468,-66.117,https://www.airbnb.com/rooms/16873989
Luxury Apt. walking distance from the beach!,96,"San Juan, Puerto Rico",18.44996,-66.05231,https://www.airbnb.com/rooms/50892487
104-3 One Bedroom in the Heart of Condado,95,"San Juan, Puerto Rico",18.45276,-66.06334,https://www.airbnb.com/rooms/50396551
Casa Luna (Room 11),96,"San Juan, Puerto Rico",18.467,-66.113,https://www.airbnb.com/rooms/29431304
Luxurious Cityview 2-Bedroom in Condado!,95,"San Juan, Puerto Rico",18.44964,-66.06222,https://www.airbnb.com/rooms/38186392
Isabela (a) Ocean Views Getaway-Ocean/Beach/Pool!,119,"Isabela, Puerto Rico",18.5089,-67.02401,https://www.airbnb.com/rooms/50468235
Aquarius Small Suite - 2 full beds,160,"Dorado, Puerto Rico",18.47743,-66.27312,https://www.airbnb.com/rooms/40007281
Sunset  Experience with  Pool,163,"Rincon, Puerto Rico",18.34999,-67.25949,https://www.airbnb.com/rooms/26743770
"Modern, economic and excellent location.",97,"Carolina, Puerto Rico",18.413,-66.004,https://www.airbnb.com/rooms/42910231
Beachfront Condo with Direct Access to the Beach,94,"Carolina, Puerto Rico",18.44233,-66.02324,https://www.airbnb.com/rooms/9521401
Playa piscina marbella del este,121,"Carolina, Puerto Rico",18.443,-66.024,https://www.airbnb.com/rooms/909618667023515000
Petite & Perfect,92,"San Juan, Puerto Rico",18.44989,-66.06254,https://www.airbnb.com/rooms/17378038
Urban Oasis,94,"San Juan, Puerto Rico",18.44706,-66.06406,https://www.airbnb.com/rooms/25077227
San Juan Sunrise - Luna Studio,65,"San Juan, Puerto Rico",18.45393,-66.08756,https://www.airbnb.com/rooms/37287776
Rocky Apartments III,161,"San Juan, Puerto Rico",18.43262,-65.9834,https://www.airbnb.com/rooms/46646167
"Rainforest Studio #4 Pool, Tropical Garden, Views",120,"Canóvanas, Puerto Rico",18.32408,-65.87198,https://www.airbnb.com/rooms/42138921
CC87 - Delightful ground level condo on beach,190,"Humacao, Puerto Rico",18.08991,-65.79453,https://www.airbnb.com/rooms/29589636
AQUATIKA/ FIRST FLOOR APT.,165,"Loíza, Puerto Rico",18.4299,-65.83906,https://www.airbnb.com/rooms/17461875
Historic Gateway @ Old San Juan!!,171,"San Juan, Puerto Rico",18.46728,-66.11299,https://www.airbnb.com/rooms/33090499
"Private Pool,2Bd2Ba The Loft Shacks Beach",190,"Isabela, Puerto Rico",18.515,-67.10059,https://www.airbnb.com/rooms/45216394
Cozy Ocean Front Apart Walk to Beach 2BR A/C WiFi,167,"Loíza, Puerto Rico",18.4307,-65.84533,https://www.airbnb.com/rooms/50047062
"Mountain retreat, river trails+yoga (adults only)",184,"Caonillas Abajo, Utuado, Puerto Rico",18.28451,-66.64064,https://www.airbnb.com/rooms/50047149
Cozy & Chic Beach Studio @ Condado-Ocean Park,178,"San Juan, Puerto Rico",18.45348,-66.061,https://www.airbnb.com/rooms/48134989
Palm Garden Resort Golf Villa,175,"Río Grande, Puerto Rico",18.38253,-65.76275,https://www.airbnb.com/rooms/17682203
CORAL BREEZE MARBELA CASA DE PLAYA,190,"Isabela, Puerto Rico",18.51314,-67.09206,https://www.airbnb.com/rooms/54324591
"Casa Campo Verde con
Piscina Privada",175,"Aguada, Puerto Rico",18.33953,-67.19215,https://www.airbnb.com/rooms/49709883
Romantic Penthouse with Roof Terrace,175,"Candelero Abajo, Humacao, Puerto Rico",18.08777,-65.79907,https://www.airbnb.com/rooms/52581487
Beach House Studio w/ Pool & Private Cabana,175,"Aguada, PR, Puerto Rico",18.40134,-67.18577,https://www.airbnb.com/rooms/18926206
"#18 Beachfront 3BR, 2BA Apt @ Jobos Beach PR",165,"Isabela, Puerto Rico",18.51284,-67.08788,https://www.airbnb.com/rooms/35030817
Ocean Park Suites #3 San Juan 2 min beach,165,"San Juan, Puerto Rico",18.4513,-66.05418,https://www.airbnb.com/rooms/53334957
"ESJ Ocean view LUX! ESJ Towers, 1 BD TOP location!",189,"Carolina, Puerto Rico",18.44354,-66.01643,https://www.airbnb.com/rooms/50113466
"Big, Quiet LOFT w/ 3 Beds in the Center of Town",176,"San Juan, Puerto Rico",18.46425,-66.11312,https://www.airbnb.com/rooms/39647758
Artist Room | The Gallery Inn,175,"San Juan, Puerto Rico",18.46742,-66.11614,https://www.airbnb.com/rooms/51902014
Bright Modern Spacious Oceanfront 3BR Condo,173,"Luquillo, Puerto Rico",18.37496,-65.71374,https://www.airbnb.com/rooms/49487050
"Breezy, Calm, Ocean View apt in OSJ",176,"Old San Juan, San Juan, Puerto Rico",18.4687,-66.11489,https://www.airbnb.com/rooms/33443108
Amazing Studio Near Everything,105,"San Juan, Puerto Rico",18.45165,-66.06386,https://www.airbnb.com/rooms/50134849
Isla Verde apartment  steps from the beach,66,"Carolina, Puerto Rico",18.44209,-66.01381,https://www.airbnb.com/rooms/47547832
Comfy New & Modern Studio Apt.,65,"San Juan, Puerto Rico",18.451,-66.056,https://www.airbnb.com/rooms/16329590
A cool Tripper´s Inn Room #4,65,"San Juan, Puerto Rico",18.452,-66.053,https://www.airbnb.com/rooms/14202931
201 Luxury King Suite w/ Ocean View,122,"Culebra, Puerto Rico",18.31105,-65.29415,https://www.airbnb.com/rooms/51708782
SAN JUAN 2 Near Condado beach and Placita Santurce,65,"San Juan, Puerto Rico",18.447,-66.067,https://www.airbnb.com/rooms/955404
Steps from the beach cozy studio with pool,63,"San Juan, Puerto Rico",18.45401,-66.06044,https://www.airbnb.com/rooms/53004748
Queen Bed Studio | By Convention Center | Parking,67,"San Juan, Sa, Puerto Rico",18.453,-66.084,https://www.airbnb.com/rooms/52173019
★ Modern Puntas Penthouse Steps to the Beach ★,178,"Puntas, Rincón, Puerto Rico",18.369,-67.26,https://www.airbnb.com/rooms/30207019
Aquátika Paradisus Beautiful Unit w/access beach,169,"Loíza, Puerto Rico",18.427,-65.839,https://www.airbnb.com/rooms/40301258
Casa Ocean 101 @ Ocean Park,67,"San Juan, Puerto Rico",18.45221,-66.05503,https://www.airbnb.com/rooms/23161582
Otium Rentals | Vacation Rental w/ Amazing Views,172,"San Juan, Puerto Rico",18.452,-66.043,https://www.airbnb.com/rooms/54213134
Villa Blanca! Walk to the Beach! Renovated Villa!,189,"Dorado, Puerto Rico",18.47801,-66.27521,https://www.airbnb.com/rooms/7657184
Ocean view and best location with parking.,170,"San Juan, Puerto Rico",18.45526,-66.06964,https://www.airbnb.com/rooms/16678916
Coral Beach “Suite 1509”,189,"Carolina, Puerto Rico",18.44399,-66.02202,https://www.airbnb.com/rooms/44177304
Sofia’s Beach Apartment,65,"Carolina, Puerto Rico",18.44275,-66.01525,https://www.airbnb.com/rooms/46766769
1 BR Apt (up to 6 guests) *Pool & Beach Access*,175,"Carolina, Puerto Rico",18.44257,-66.02082,https://www.airbnb.com/rooms/8822476
1 bed/terrace 1st fl near beach&hip local Loiza St,67,"San Juan, Puerto Rico",18.44948,-66.05541,https://www.airbnb.com/rooms/41696492
"""Puertas at El Quenepo- Papelillo""",190,"Vieques, Puerto Rico",18.095,-65.472,https://www.airbnb.com/rooms/41448696
A cool Tripper's Inn Room #1,65,"San Juan, Puerto Rico",18.452,-66.053,https://www.airbnb.com/rooms/14109396
MARE 32: Queen Room w/ Terrace + Beach + New Pool,165,"San Juan, Puerto Rico",18.45314,-66.05996,https://www.airbnb.com/rooms/23611160
IDEAL & COMFY @ CONDADO BEACHFRONT w/CITYVIEW,96,"San Juan, Puerto Rico",18.45539,-66.06469,https://www.airbnb.com/rooms/19119013
Ocean Front 3bd Tortuga Properties Penthhouse,176,"Humacao, Puerto Rico",18.08999,-65.79543,https://www.airbnb.com/rooms/47957318
Casa Bohemia-Walk to the Beach-3BR/1BA/wifi & Park,193,"San Juan, Puerto Rico",18.45338,-66.06517,https://www.airbnb.com/rooms/49008851
Paradise view by Ace/infinity pool #1,191,"Aguadilla Pueblo, Aguadilla, Puerto Rico",18.45533,-67.15803,https://www.airbnb.com/rooms/16331656
MARE 27 Birds Nest Queen w/Priv. Bath + Beach&Pool,165,"San Juan, Puerto Rico",18.45328,-66.06147,https://www.airbnb.com/rooms/23610363
"Sea View, Steps Marriott & LaConcha Hotel, Parking",98,"San Juan, Puerto Rico",18.45626,-66.07289,https://www.airbnb.com/rooms/23004786
Aquátika Luxury Beach Apartment 6302,193,"Loíza, Puerto Rico",18.42347,-65.83796,https://www.airbnb.com/rooms/47957017
3 bedroom beach front condo @ Jobos beach,183,"Isabela, Puerto Rico",18.51272,-67.08577,https://www.airbnb.com/rooms/52347271
Modern studio!! “Only 7 minutes from airport”!!!,62,"Carolina, Puerto Rico",18.41281,-65.98888,https://www.airbnb.com/rooms/39175392
My Happy Airbnb/Steps to beach,97,"Carolina, Puerto Rico",18.443,-66.017,https://www.airbnb.com/rooms/784733979781672800
"Cozy 1B-WiFi, Walk to Rests and Beach, Pkg",52,"San Juan, Puerto Rico",18.449,-66.054,https://www.airbnb.com/rooms/27014819
"Ashford Imperial/New, modern, beach condo/King bed",163,"San Juan, Puerto Rico",18.45594,-66.06929,https://www.airbnb.com/rooms/34206282
MARE 10: 1BR 1BATH BEACH RETREAT + POOL + NEW,195,"San Juan, Puerto Rico",18.45161,-66.06201,https://www.airbnb.com/rooms/18967977
Beach front property with spectacular view.,98,"Carolina, Puerto Rico",18.4415,-66.01976,https://www.airbnb.com/rooms/33532273
Dos Mares Guest House 4 ( Solo para adultos),105,"Patillas, Puerto Rico",17.97015,-65.95353,https://www.airbnb.com/rooms/36959990
Takitezie || Lair of the Octopus,96,"Aguadilla Pueblo, Aguadilla, Puerto Rico",18.44992,-67.15676,https://www.airbnb.com/rooms/24615509
Surf's up Rincon/Pool*Walk to the Beach* by Ace #3,175,"Rincon, Rincón, Puerto Rico",18.32208,-67.24838,https://www.airbnb.com/rooms/34747187
Ocean Life (boathouse),106,"Puerto De Jobos, Guayama, Puerto Rico",17.9509,-66.18324,https://www.airbnb.com/rooms/46032668
Condo apartment at Playa Azul 1 #1607,95,"Mata de Plátano, Luquillo, Puerto Rico",18.38169,-65.71827,https://www.airbnb.com/rooms/44226731
Campomar Apartment by Shack's Beach,170,"Aguadilla, Puerto Rico",18.51221,-67.10045,https://www.airbnb.com/rooms/2478459
Vacaciones Frente al Mar de Luquillo!,175,"Luquillo, Puerto Rico",18.38919,-65.72125,https://www.airbnb.com/rooms/20802085
Casa Blanca Beach Cabin,192,"Aguada, Puerto Rico",18.39984,-67.18608,https://www.airbnb.com/rooms/48200927
1058 Modern Studio #7,62,"San Juan, Puerto Rico",18.44896,-66.07987,https://www.airbnb.com/rooms/52991938
1 BR Ocean view Penthouse in Condado on Ashford,182,"San Juan, Puerto Rico",18.456,-66.073,https://www.airbnb.com/rooms/48700634
Villa Azulejo | Old San Juan | Heart of the Histor,162,"San Juan, Puerto Rico",18.466,-66.117,https://www.airbnb.com/rooms/22672458
"Hacienda Florentina
with Puerto Rico best views",161,"Honduras, Barranquitas, Puerto Rico",18.185,-66.2861,https://www.airbnb.com/rooms/40338573
"★Trendy★ AC, Netflix, Steps to beach+Self Check In",53,"Aguada, Puerto Rico",18.389,-67.195,https://www.airbnb.com/rooms/37096489
Ocean Park Suites #2 Penthouse San Juan 2min beach,185,"San Juan, Puerto Rico",18.45139,-66.05272,https://www.airbnb.com/rooms/53765370
Trendy Miramar suite  parking included,98,"San Juan, Puerto Rico",18.45353,-66.08856,https://www.airbnb.com/rooms/52621023
Hidden Gem 💎 @ Palmas Del Mar w/ View of Marina,183,"Humacao,, Humacao, Puerto Rico",18.08243,-65.79931,https://www.airbnb.com/rooms/53647889
Elegant Antique Property in Old San Juan,184,"San Juan, Puerto Rico",18.46629,-66.11584,https://www.airbnb.com/rooms/18039767
Lux Rockstar apt near trendy Clle Loíza/Ocean Park,165,"San Juan, Puerto Rico",18.45242,-66.05634,https://www.airbnb.com/rooms/29063898
Cozy Farmhouse •  Private Pool • Panoramic View,185,"Moca, Puerto Rico",18.431,-67.096,https://www.airbnb.com/rooms/46514611
Tropical Studio #9 near everything!!!,56,"San Juan, Puerto Rico",18.44615,-66.06208,https://www.airbnb.com/rooms/27510588
"Walk to the beach, restaurants, casinos, stores.",185,"San Juan, Puerto Rico",18.45777,-66.07743,https://www.airbnb.com/rooms/52472614
"CaribbeanVibes: Walk to Beach, Close to Airport #3",98,"Carolina, Puerto Rico",18.44027,-66.02906,https://www.airbnb.com/rooms/49294657
Old San Juan Apartment - Calle Luna,174,"San Juan, Puerto Rico",18.467,-66.114,https://www.airbnb.com/rooms/25396194
Your Happy Place in Aquatika,195,"Loíza, Puerto Rico",18.42719,-65.83981,https://www.airbnb.com/rooms/53672933
EGH modern studio,63,"San Juan, Puerto Rico",18.40955,-66.07768,https://www.airbnb.com/rooms/53381014
Culebra Beach Villa#5 On Exclusive Flamenco Beach.,177,"Flamenco, Culebra, Puerto Rico, Culebra, Puerto Rico",18.32869,-65.31633,https://www.airbnb.com/rooms/54378188
"Apt Vista Al Mar, Jacuzzi y Terraza en Playa Santa",109,"Guanica, Guánica, Puerto Rico",17.937,-66.953,https://www.airbnb.com/rooms/35647085
La Bonita Roof Top Studio Apt,175,"San Juan, Puerto Rico",18.46642,-66.11731,https://www.airbnb.com/rooms/33720512
Blue Balcones on Sol St.- solar powered,186,"San Juan, Puerto Rico",18.46829,-66.11348,https://www.airbnb.com/rooms/3731883
Rota,105,"Culebra, Puerto Rico",18.30733,-65.30266,https://www.airbnb.com/rooms/47830585
The Cove- lower level + ocean front,162,"Aguadilla, Puerto Rico",18.43611,-67.15446,https://www.airbnb.com/rooms/10678988
Luxury with the Best Location in PR - 12th Floor,180,"Carolina, Puerto Rico",18.44296,-66.02022,https://www.airbnb.com/rooms/18133987
MARE 21 Single Room w/ Priv. Bath BEACH / NEW POOL,165,"San Juan, Puerto Rico",18.45161,-66.06121,https://www.airbnb.com/rooms/23608241
Tranquil Beach & Golf Resort Villa,168,"Humacao, Puerto Rico",18.08834,-65.79845,https://www.airbnb.com/rooms/4407478
Best LOCATION- New Ocean View nxt 2 Marriott Beach,95,"San Juan, Puerto Rico",18.45745,-66.06812,https://www.airbnb.com/rooms/8655595
"Budget mini studio, restaurants, close to beach 2",50,"San Juan, Puerto Rico",18.45130748743555,-66.05348422,https://www.airbnb.com/rooms/26335496
Casa Luna (Room 8),98,"San Juan, Puerto Rico",18.467,-66.113,https://www.airbnb.com/rooms/28777650
VelBELA Rincon,195,"Rincon, Rincón, Puerto Rico",18.311,-67.191,https://www.airbnb.com/rooms/51282886
Casita del Cielo en Finca Figueroa,177,"Añasco, Puerto Rico",18.30695,-67.13852,https://www.airbnb.com/rooms/48176353
Beautiful Centric Studio in Miramar- Maga Studio,51,"San Juan, Puerto Rico",18.45214,-66.08107,https://www.airbnb.com/rooms/50327196
"Paradise Retreat, A minutos del Río Gozalandia",109,"San Sebastián, Puerto Rico",18.32268,-66.9832,https://www.airbnb.com/rooms/50663370
Breathtaking Front Ocean View 2-Bedroom Apartment,175,"Palmas del Mar, Humacao, Puerto Rico",18.08328,-65.79732,https://www.airbnb.com/rooms/52236533
"""A Place by the Sea"" Apartment. 2BR for 6",160,"Carolina, Puerto Rico",18.44191,-66.02543,https://www.airbnb.com/rooms/17822480
"Condado beach center 1 bdrm Wifi 2 bds prkg, pool.",160,"San Juan, Puerto Rico",18.455,-66.07,https://www.airbnb.com/rooms/16522752
Casa Luna (Room 6),97,"San Juan, Puerto Rico",18.4683,-66.11227,https://www.airbnb.com/rooms/28828543
202 Renewed Cute & Cozy Beach Studio @ Condado,93,"San Juan, Puerto Rico",18.451,-66.055,https://www.airbnb.com/rooms/35145934
A Slice of Paradise in Rincon - Newly Renovated,161,"Rincon, Puerto Rico",18.34583,-67.23778,https://www.airbnb.com/rooms/44154860
"A2-Quaint 1B-Fast WiFi-Walk to Restaurants, Beach",52,"San Juan, Puerto Rico",18.4518,-66.05677,https://www.airbnb.com/rooms/40331219
Julia Apartments 1,55,"Alturas de Monte Brisas, Fajardo, Puerto Rico",18.338,-65.655,https://www.airbnb.com/rooms/35766185
Private Jacuzzi+ Near Beaches 📍🇵🇷♥️🌴☀️,72,"Fajardo, Puerto Rico",18.33782,-65.64375,https://www.airbnb.com/rooms/48203281
Artist Room | The Gallery Inn,181,"San Juan, Puerto Rico",18.4692,-66.11683,https://www.airbnb.com/rooms/13447148
"#12 Beachfront 2Br/2Ba - Jobos, Montones, Shacks",169,"Isabela, Puerto Rico",18.51234,-67.07969,https://www.airbnb.com/rooms/26776625
Delightful Studio in the Heart of San Juan,69,"San Juan, Puerto Rico",18.41803,-66.05906,https://www.airbnb.com/rooms/33432486
"Beach front, Ocean+City views + *optional* PARKING",111,"San Juan, Puerto Rico",18.456,-66.064,https://www.airbnb.com/rooms/18754308
★ Huge corner loft Steps to Sandy Beach ★,170,"Rincon, Rincón, Puerto Rico",18.371,-67.257,https://www.airbnb.com/rooms/24161774
Casita Hygge,114,"Aguas Buenas, Puerto Rico",18.24397,-66.12099,https://www.airbnb.com/rooms/52737111
1.4 Bohemian Hipster Living with Generator,56,"Mayagüez, Puerto Rico",18.2,-67.135,https://www.airbnb.com/rooms/39601464
"OCEAN FRONT “CENTER OF EVERYTHING""  IN SAN JUAN  6",160,"San Juan, Puerto Rico, United States",18.46276,-66.08636,https://www.airbnb.com/rooms/40259348
Awesome ocean view apartment,71,"Fajardo, Puerto Rico",18.34176,-65.63361,https://www.airbnb.com/rooms/53621942
Beach front Sandy Villa,105,"Cabo Rojo, Puerto Rico",18.13677,-67.18671,https://www.airbnb.com/rooms/38842020
Just Remodeled Studio in Colonial OSJ/ UNIQUE Location/ LOCAL experience,114,"San Juan, Puerto Rico",18.46823,-66.11691,https://www.airbnb.com/rooms/43945229
"Ocean Cave for couples, Dorado- Kikita Beach Apt.",107,"Dorado, Puerto Rico",18.47884,-66.26447,https://www.airbnb.com/rooms/51684826
Sunbay Beach 2BDR Oceanview Pool Parking,194,"Carolina, Puerto Rico",18.443,-66.021,https://www.airbnb.com/rooms/7996778
Palomas Hideaway,69,"San Juan, Puerto Rico",18.4523,-66.05704,https://www.airbnb.com/rooms/20135934
Beach Front Cozy Studio with Balcony,116,"Carolina, Puerto Rico",18.44328,-66.02156,https://www.airbnb.com/rooms/34146058
"Convention - Heart of San Juan, Miramar",73,"San Juan, Puerto Rico",18.45357,-66.08649,https://www.airbnb.com/rooms/46559175
Grey • Cómodo apartamento en San Juan.,70,"San Juan, Puerto Rico",18.39825,-66.0174,https://www.airbnb.com/rooms/48679094
Beach Condo Getaway with Ocean Views. 2BR/1BA,105,"Luquillo, Puerto Rico",18.38174,-65.71948,https://www.airbnb.com/rooms/23248788
"Isla Verde Studio @ St. Tropez, Steps to the Beach",115,"Carolina, Puerto Rico",18.443,-66.017,https://www.airbnb.com/rooms/32446760
Amazing View and Nearby attractions.,105,"Mata de Plátano, Luquillo, Puerto Rico",18.37966,-65.71951,https://www.airbnb.com/rooms/50215613
Playa Azul Studio Oceanview Pool,96,"San Juan, Puerto Rico",18.4523,-66.04913,https://www.airbnb.com/rooms/37619025
Revel in the Leafy Patio of This Serene Apartment,172,"San Juan, Puerto Rico",18.452,-66.054,https://www.airbnb.com/rooms/16257097
Breezy and cozy studio with amazing ocean view.,110,"Luquillo , Puerto rico, Puerto Rico",18.37974,-65.72074,https://www.airbnb.com/rooms/40327957
"Gated Beachfront Condo. 2bd, 2bath El Yunque Views",175,"Río Grande, Puerto Rico",18.399,-65.771,https://www.airbnb.com/rooms/33456082
Modern apartment close to airport and beach 1504,112,"Carolina, Puerto Rico",18.42981,-66.0066,https://www.airbnb.com/rooms/45237470
"#04 Studio, Bamboo Breeze Vacation rental",53,"Isabela, Puerto Rico",18.494,-67.009,https://www.airbnb.com/rooms/28489171
"Studio (2) Steps from beach, clean, cozy!",69,"San Juan, Puerto Rico",18.453,-66.063,https://www.airbnb.com/rooms/27468066
